name,locationName,websiteUrl,enabledFeatures
CRAVE,Illinois,https://www.LoveMyCrave.com,REWARDS_PROGRAM
CRAVE,Illinois,https://www.LoveMyCrave.com,TOAST_GIFT_CARDS
Culhane’s Irish Pub,Southside (SS),https://www.culhanesirishpub.com,TOAST_GIFT_CARDS
Malii Thai Kitchen,,http://www.maliinyc.com,ONLINE_ORDERING
Malii Thai Kitchen,,http://www.maliinyc.com,REWARDS_PROGRAM
Malii Thai Kitchen,,http://www.maliinyc.com,TOAST_GIFT_CARDS
Culhane’s Irish Pub,Atlantic Beach (AB),https://www.culhanesirishpub.com,TOAST_GIFT_CARDS
Twenty-Nine Rustic Mediterranean,,http://www.rustic29.com,TOAST_GIFT_CARDS
Kalaya,,http://www.Kalaya.net,TOAST_GIFT_CARDS
Kalaya,,http://www.Kalaya.net,ONLINE_ORDERING
Hot Lola's,Ballston Quarter,http://www.hotlolaschicken.com,ONLINE_ORDERING
Little Italy Pizza,Groveport,https://www.littleitalygroveport.com/,ONLINE_ORDERING
Little Italy Pizza,Groveport,https://www.littleitalygroveport.com/,REWARDS_PROGRAM
Little Italy Pizza,Groveport,https://www.littleitalygroveport.com/,TOAST_GIFT_CARDS
Combustion Brewery & Taproom,"Pickerington, Ohio",http://www.combustionbrewing.com,TOAST_GIFT_CARDS
Combustion Brewery & Taproom,"Pickerington, Ohio",http://www.combustionbrewing.com,REWARDS_PROGRAM
Pipeline Taco,Pipeline Taco Wayne,https://www.pipelinetaco.com,TOAST_GIFT_CARDS
Outerbelt Brewing,,https://www.outerbeltbrewing.com/,TOAST_GIFT_CARDS
Outerbelt Brewing,,https://www.outerbeltbrewing.com/,REWARDS_PROGRAM
Local Slice Pizza & JuJu's Boba Drinks (during peak times-deliveries may be longer than the given time),Cedar Park,http://www.localsliceaustin.com,ONLINE_ORDERING
The Garage Brewery,,http://garage-brewery.com,TOAST_GIFT_CARDS
Anna's Brick Oven Pizza and Pasta,Anna's Brick Oven,http://www.annasbrickoven.com,TOAST_GIFT_CARDS
Anna's Brick Oven Pizza and Pasta,Anna's Brick Oven,http://www.annasbrickoven.com,ONLINE_ORDERING
Fatty's Taphouse,Stafford,https://fattystaphouse.com/,TOAST_GIFT_CARDS
Fatty's Taphouse,Stafford,https://fattystaphouse.com/,REWARDS_PROGRAM
Cotton Kitchen,,http://www.cottonkitchenutah.com,ONLINE_ORDERING
Zao’s Chinese Kitchen,Zao’s Chinese Kitchen,http://www.zaoschinesekitchen.com,ONLINE_ORDERING
Chef Rich's Kitchen,Chef Rich's Kitchen,https://www.chefrichskitchen.com,TOAST_GIFT_CARDS
Chef Rich's Kitchen,Chef Rich's Kitchen,https://www.chefrichskitchen.com,ONLINE_ORDERING
"Inferno Pizza, Pasta & Wings",,http://www.eatinfernopizza.com,TOAST_GIFT_CARDS
Groton Station House Restaurant,,https://www.grotonstationhouse.com/,TOAST_GIFT_CARDS
27 Bar + Kitchen,,https://www.27bar.kitchen,TOAST_GIFT_CARDS
Russell's Restaurant & Loft,Russell's Bothell,https://www.russelllowell.com/,TOAST_GIFT_CARDS
Russell's Restaurant & Loft,Russell's Bothell,https://www.russelllowell.com/,REWARDS_PROGRAM
Milanese Pizza,,https://www.milanesepizza.net/,ONLINE_ORDERING
Milanese Pizza,,https://www.milanesepizza.net/,REWARDS_PROGRAM
Milanese Pizza,,https://www.milanesepizza.net/,TOAST_GIFT_CARDS
PM Fish & Steak House,1453 S Miami Ave,http://www.pmrestaurantes.com/en/,TOAST_GIFT_CARDS
Lui Lui,West Lebanon,https://www.luilui.com/,ONLINE_ORDERING
Lui Lui,West Lebanon,https://www.luilui.com/,TOAST_GIFT_CARDS
The Purple Onion,,http://www.purpleonionsaluda.com,TOAST_GIFT_CARDS
Little Jim Bait and Tackle,Little Jim,https://www.littlejimbaitandtackle.com,TOAST_GIFT_CARDS
TLV,,https://tlv-austin.com/,TOAST_GIFT_CARDS
Green Hills Grille,,http://ghgrille.com,REWARDS_PROGRAM
Green Hills Grille,,http://ghgrille.com,ONLINE_ORDERING
Green Hills Grille,,http://ghgrille.com,TOAST_GIFT_CARDS
Urbana Garden Family Restaurant,,http://www.urbanagardenrestaurant.com,TOAST_GIFT_CARDS
Nourish Coffee Bar + Kitchen,,http://www.NourishCHWB.com,REWARDS_PROGRAM
Nourish Coffee Bar + Kitchen,,http://www.NourishCHWB.com,ONLINE_ORDERING
Nourish Coffee Bar + Kitchen,,http://www.NourishCHWB.com,TOAST_GIFT_CARDS
Prime Time Pub and Grill,,https://www.primetimenewburgh.com,ONLINE_ORDERING
Lyekees Coffee Bar and Brunch,,http://www.lyekees.com/,ONLINE_ORDERING
The REC Pizzeria,,http://www.therecpizzeria.com,REWARDS_PROGRAM
The REC Pizzeria,,http://www.therecpizzeria.com,ONLINE_ORDERING
The Waffle Lab,Olive Street,http://www.thewafflelab.com,REWARDS_PROGRAM
The Waffle Lab,Olive Street,http://www.thewafflelab.com,TOAST_GIFT_CARDS
Dolce Restaurant & Wine Bar,Westmont,http://www.dolcewestmont.com,REWARDS_PROGRAM
Dolce Restaurant & Wine Bar,Westmont,http://www.dolcewestmont.com,TOAST_GIFT_CARDS
Mae Ploy's Thai Restaurant,"11 S Broadway, Lebanon, OH 45036",https://www.maeploysthai.com/,ONLINE_ORDERING
Mae Ploy's Thai Restaurant,"11 S Broadway, Lebanon, OH 45036",https://www.maeploysthai.com/,REWARDS_PROGRAM
Mae Ploy's Thai Restaurant,"11 S Broadway, Lebanon, OH 45036",https://www.maeploysthai.com/,TOAST_GIFT_CARDS
Mendelsohn's Pizza,,http://www.mendelsohns.com,ONLINE_ORDERING
Henbit,,https://henbitaustin.com/,TOAST_GIFT_CARDS
The Village Inn,Gambier,http://www.villageinngambier.com,TOAST_GIFT_CARDS
The Village Inn,Gambier,http://www.villageinngambier.com,ONLINE_ORDERING
Rise and Roast,,http://www.riseandroast.com,TOAST_GIFT_CARDS
Rise and Roast,,http://www.riseandroast.com,REWARDS_PROGRAM
Rise and Roast,,http://www.riseandroast.com,ONLINE_ORDERING
Magpie Cafe & Coffeehouse,,http://www.mymagpiecoffee.com/,REWARDS_PROGRAM
Magpie Cafe & Coffeehouse,,http://www.mymagpiecoffee.com/,TOAST_GIFT_CARDS
Magpie Cafe & Coffeehouse,,http://www.mymagpiecoffee.com/,ONLINE_ORDERING
Basil Pizzeria & Trattoria,,http://www.get-basil.com,ONLINE_ORDERING
411 South Bar and Grill,,https://www.411southbarandgrill.com/location/411-south-bar-and-grill/,ONLINE_ORDERING
Level a Small Plates Lounge,"Annapolis, MD",http://www.levelannapolis.com,REWARDS_PROGRAM
Level a Small Plates Lounge,"Annapolis, MD",http://www.levelannapolis.com,TOAST_GIFT_CARDS
Ocean Pines Yacht Club,,http://www.opyachtclub.com,TOAST_GIFT_CARDS
Ocean Pines Yacht Club,,http://www.opyachtclub.com,REWARDS_PROGRAM
Ocean Pines Yacht Club,,http://www.opyachtclub.com,ONLINE_ORDERING
Play. Wash. Pint.,,http://www.playwashpint.com,REWARDS_PROGRAM
Play. Wash. Pint.,,http://www.playwashpint.com,TOAST_GIFT_CARDS
Emmer & Rye,,https://emmerandrye.com/,TOAST_GIFT_CARDS
Hestia,,http://hestiaaustin.com,TOAST_GIFT_CARDS
Lulu's BBQ,Louisville,http://www.lulus-bbq.com,TOAST_GIFT_CARDS
Lulu's BBQ,Louisville,http://www.lulus-bbq.com,REWARDS_PROGRAM
GP's Hamilton Park,,http://www.gpsrestaurant.com/,TOAST_GIFT_CARDS
GP's Hamilton Park,,http://www.gpsrestaurant.com/,ONLINE_ORDERING
Bon Bon’s Coffee Company,Maplecrest,http://www.bonbonscoffee.com,TOAST_GIFT_CARDS
Bon Bon’s Coffee Company,Maplecrest,http://www.bonbonscoffee.com,REWARDS_PROGRAM
Bon Bon's Coffee Company,TOH,http://www.bonbonscoffee.com,TOAST_GIFT_CARDS
Bon Bon's Coffee Company,TOH,http://www.bonbonscoffee.com,REWARDS_PROGRAM
Bon Bon's Coffee Company,Dupont,http://www.bonbonscoffee.com,TOAST_GIFT_CARDS
Bon Bon's Coffee Company,Dupont,http://www.bonbonscoffee.com,REWARDS_PROGRAM
Bon Bon's Coffee Company,PFW,http://www.bonbonscoffee.com,REWARDS_PROGRAM
Bon Bon's Coffee Company,PFW,http://www.bonbonscoffee.com,TOAST_GIFT_CARDS
Pizza Roma,19090 NE 29 Ave,https://PizzaRomaAventura.com,REWARDS_PROGRAM
Pizza Roma,19090 NE 29 Ave,https://PizzaRomaAventura.com,TOAST_GIFT_CARDS
Cuckoo's Nest,,https://www.cuckoosnest.biz,ONLINE_ORDERING
Bricco,Kent,https://www.briccokent.com/,TOAST_GIFT_CARDS
Taco Love Grill - White Marsh,White Marsh,http://www.tacolovegrill.com,TOAST_GIFT_CARDS
Taco Love Grill - White Marsh,White Marsh,http://www.tacolovegrill.com,ONLINE_ORDERING
Bricco,Akron,https://www.briccoakron.com/,TOAST_GIFT_CARDS
Bricco,Pub,https://www.pubbricco.com/,TOAST_GIFT_CARDS
Sampa's Pizza Lomita,Lomita,http://www.sampaspizza.com,ONLINE_ORDERING
Wong's Wok,,http://wongswokwashpa.com/index.html,TOAST_GIFT_CARDS
Wong's Wok,,http://wongswokwashpa.com/index.html,REWARDS_PROGRAM
Wong's Wok,,http://wongswokwashpa.com/index.html,ONLINE_ORDERING
Pour & Famous,,http://www.pourandfamous.com,TOAST_GIFT_CARDS
Prager Brothers Artisan Breads,Carlsbad,https://www.pragerbrothers.com,ONLINE_ORDERING
Dandelion Cafe,,http://dandelionhouston.com/,TOAST_GIFT_CARDS
Dandelion Cafe,,http://dandelionhouston.com/,ONLINE_ORDERING
Redbeard's Sports Bar & Grill,Mt. Washington,https://redbeardspgh.com/,TOAST_GIFT_CARDS
Redbeard's Sports Bar & Grill,Mt. Washington,https://redbeardspgh.com/,ONLINE_ORDERING
Redbeard's Sports Bar & Grill,Mt. Washington,https://redbeardspgh.com/,REWARDS_PROGRAM
Arte Pizzeria,,https://www.artepizzeria.com,ONLINE_ORDERING
Arte Pizzeria,,https://www.artepizzeria.com,REWARDS_PROGRAM
Arte Pizzeria,,https://www.artepizzeria.com,TOAST_GIFT_CARDS
Bricco,Cafe,https://www.cafebricco.com/,TOAST_GIFT_CARDS
Bravo Pizza,Lompoc,https://www.bravopizzadelivery.com,TOAST_GIFT_CARDS
Comedor,Austin,http://www.comedortx.com,TOAST_GIFT_CARDS
Track 32,Feura Bush,http://www.Track32ny.com,ONLINE_ORDERING
Track 32,Feura Bush,http://www.Track32ny.com,REWARDS_PROGRAM
Shrimp Basket,Davis Hwy,https://shrimpbasket.com/,TOAST_GIFT_CARDS
Shrimp Basket,Davis Hwy,https://shrimpbasket.com/,ONLINE_ORDERING
Shrimp Basket,Davis Hwy,https://shrimpbasket.com/,REWARDS_PROGRAM
Don Campiti's Pizzeria,"Dormont, PA",http://campspizza.com/,ONLINE_ORDERING
Don Campiti's Pizzeria,"Dormont, PA",http://campspizza.com/,REWARDS_PROGRAM
Lickity Split,,http://www.lickitysplit.info/,ONLINE_ORDERING
Germantown Pub,,https://www.thegermantownpub.com/,TOAST_GIFT_CARDS
Germantown Pub,,https://www.thegermantownpub.com/,ONLINE_ORDERING
PopoJito,,https://popojito.com,ONLINE_ORDERING
PopoJito,,https://popojito.com,TOAST_GIFT_CARDS
HEISEI Japanese Restaurant,,http://www.Heiseirestaurant.com,ONLINE_ORDERING
Village Juice Co.,Village Juice Co. Charlotte Optimist Hall,http://villagejuiceco.com,TOAST_GIFT_CARDS
Village Juice Co.,Village Juice Co. Charlotte Optimist Hall,http://villagejuiceco.com,REWARDS_PROGRAM
The Jellyfish Restaurant & Bar,Perdido Key,https://www.thejellyfishbar.com/,REWARDS_PROGRAM
The Jellyfish Restaurant & Bar,Perdido Key,https://www.thejellyfishbar.com/,TOAST_GIFT_CARDS
Gott's Roadside,St. Helena,http://www.gotts.com,ONLINE_ORDERING
Gott's Roadside,St. Helena,http://www.gotts.com,TOAST_GIFT_CARDS
The Grape Leaf,,http://www.thegrapeleafcafe.com,ONLINE_ORDERING
Doughby's Pizza and More,,https://www.doughbyspizza.com,ONLINE_ORDERING
Mila,Miami Beach,http://www.milarestaurant.com,ONLINE_ORDERING
Mila,Miami Beach,http://www.milarestaurant.com,REWARDS_PROGRAM
Mila,Miami Beach,http://www.milarestaurant.com,TOAST_GIFT_CARDS
Big Acai West Des Moines,Valley Junction,https://www.bigacaibowl.com,ONLINE_ORDERING
Big Acai,Ames,https://www.bigacaibowl.com,ONLINE_ORDERING
Buckland Grill & Pizza,,http://www.bucklandgrillpizza.com,ONLINE_ORDERING
Seoul Food Meat Co.,,http://www.seoulfoodmeatco.com,TOAST_GIFT_CARDS
Tonic at Quigleys,Foggy Bottom,http://tonicrestaurantdc.com/,TOAST_GIFT_CARDS
Tonic at Quigleys,Foggy Bottom,http://tonicrestaurantdc.com/,ONLINE_ORDERING
CCICafe,,https://www.cherrycreekschools.org/ccic,ONLINE_ORDERING
CCICafe,,https://www.cherrycreekschools.org/ccic,TOAST_GIFT_CARDS
Mudrock's Tap & Tavern,,http://mudrockstapandtavern.com,ONLINE_ORDERING
Mudrock's Tap & Tavern,,http://mudrockstapandtavern.com,REWARDS_PROGRAM
Mudrock's Tap & Tavern,,http://mudrockstapandtavern.com,TOAST_GIFT_CARDS
Nortons Main Scoop,,http://www.nortonsmainscoop.com,REWARDS_PROGRAM
Nortons Main Scoop,,http://www.nortonsmainscoop.com,TOAST_GIFT_CARDS
1428 HAIGHT Patio Cafe & Crepery,,https://www.1428haight.com,ONLINE_ORDERING
Savona,Gulph Mills,http://www.savonarestaurant.com,ONLINE_ORDERING
Grounded Cafe,Downtown Green Bay,https://groundedcafegb.org/,ONLINE_ORDERING
Grounded Cafe,Downtown Green Bay,https://groundedcafegb.org/,REWARDS_PROGRAM
Grounded Cafe,Downtown Green Bay,https://groundedcafegb.org/,TOAST_GIFT_CARDS
Village Bistro,,http://www.villagebistromilford.com,TOAST_GIFT_CARDS
Dented Keg Brewing Company,,https://www.dentedkeg.com/,TOAST_GIFT_CARDS
Dented Keg Brewing Company,,https://www.dentedkeg.com/,ONLINE_ORDERING
Warehouse Live,,https://www.warehouselive.com/,REWARDS_PROGRAM
Homemade Taqueria,Maspeth,http://www.homemadetaqueria.com/menu/,REWARDS_PROGRAM
Homemade Taqueria,Maspeth,http://www.homemadetaqueria.com/menu/,TOAST_GIFT_CARDS
Bravo Pizza,Santa Maria,https://bravopizzadelivery.com,TOAST_GIFT_CARDS
BackSpin Indoor Golf & Bar,,https://www.golfbackspin.com/,TOAST_GIFT_CARDS
Poke Ur Way,Food Truck,http://www.pokeurway.com,TOAST_GIFT_CARDS
Poke Ur Way,Food Truck,http://www.pokeurway.com,ONLINE_ORDERING
Poke Ur Way,Food Truck,http://www.pokeurway.com,REWARDS_PROGRAM
Tavern 101,,http://tavern101restaurant.com/,REWARDS_PROGRAM
Tavern 101,,http://tavern101restaurant.com/,TOAST_GIFT_CARDS
Henry’s Garden Grove,,https://henrysgardengrove.com,TOAST_GIFT_CARDS
The Rail House 10803,,http://www.TheRailHouse10803.com,TOAST_GIFT_CARDS
The Rail House 10803,,http://www.TheRailHouse10803.com,ONLINE_ORDERING
Lucy's Retired Surfers Bar and Restaurant,Biloxi,http://www.lucyssurf.com,REWARDS_PROGRAM
Lucy's Retired Surfers Bar and Restaurant,Biloxi,http://www.lucyssurf.com,TOAST_GIFT_CARDS
Upper Crust Pizza & Italian Restaurant,,http://www.uppercrustpizzanj.com,ONLINE_ORDERING
Upper Crust Pizza & Italian Restaurant,,http://www.uppercrustpizzanj.com,REWARDS_PROGRAM
Upper Crust Pizza & Italian Restaurant,,http://www.uppercrustpizzanj.com,TOAST_GIFT_CARDS
Lucy's Retired Surfers Bar and Restaurant,Key West,http://www.lucyssurf.com,REWARDS_PROGRAM
Lucy's Retired Surfers Bar and Restaurant,Key West,http://www.lucyssurf.com,TOAST_GIFT_CARDS
Thin Brew Line Brewing Company,,http://www.thinbrewline.com,TOAST_GIFT_CARDS
Thin Brew Line Brewing Company,,http://www.thinbrewline.com,REWARDS_PROGRAM
Lucky's Grill,,http://www.luckysgrilltx.com,ONLINE_ORDERING
Tsue's Farm,,http://www.tsuesfarm.com,ONLINE_ORDERING
Tsue's Farm,,http://www.tsuesfarm.com,REWARDS_PROGRAM
Burrito Loco,Mooresville,http://www.goburritoloco.com,TOAST_GIFT_CARDS
Rock N Roll Sushi,McDonough GA (OLD),http://www.rnrsushi.com,ONLINE_ORDERING
Smith's Downtown,,http://www.SmithsDT.com,ONLINE_ORDERING
Smith's Downtown,,http://www.SmithsDT.com,TOAST_GIFT_CARDS
Smith's Downtown,,http://www.SmithsDT.com,REWARDS_PROGRAM
Tuckerbox,,http://www.tuckerboxvermont.com/,TOAST_GIFT_CARDS
Island Fin Poke,Winter Springs,https://www.islandfinpoke.com/menu,TOAST_GIFT_CARDS
Groundswell Surf Cafe,,https://www.groundswellsurfcafe.com/,ONLINE_ORDERING
Groundswell Surf Cafe,,https://www.groundswellsurfcafe.com/,TOAST_GIFT_CARDS
Off The Stick Fresh Grill,,http://www.offthestick.com,ONLINE_ORDERING
Off The Stick Fresh Grill,,http://www.offthestick.com,TOAST_GIFT_CARDS
Off The Stick Fresh Grill,,http://www.offthestick.com,REWARDS_PROGRAM
Empire Pizza,Indian Land,http://www.empirepizzabar.com,ONLINE_ORDERING
Empire Pizza,Indian Land,http://www.empirepizzabar.com,TOAST_GIFT_CARDS
Empire Pizza,Fort Mill,http://www.empirepizzabar.com,ONLINE_ORDERING
Empire Pizza,Fort Mill,http://www.empirepizzabar.com,TOAST_GIFT_CARDS
Empire Pizza,Newport,http://www.empirepizzabar.com,ONLINE_ORDERING
Empire Pizza,Newport,http://www.empirepizzabar.com,TOAST_GIFT_CARDS
Empire Pizza,Rock Hill,http://empirepizzabar.com,TOAST_GIFT_CARDS
Tap N' Tacos,Coralville,http://tapntacostogo.com,ONLINE_ORDERING
Tap N' Tacos,Coralville,http://tapntacostogo.com,TOAST_GIFT_CARDS
The Hollywood Hillbilly,Downtown Rogersville TN,http://thehollywoodhillbilly.com/,ONLINE_ORDERING
The Hollywood Hillbilly,Downtown Rogersville TN,http://thehollywoodhillbilly.com/,TOAST_GIFT_CARDS
The Hollywood Hillbilly,Downtown Rogersville TN,http://thehollywoodhillbilly.com/,REWARDS_PROGRAM
Teresa's Cafe,,http://www.teresas-cafe.com,ONLINE_ORDERING
Teresa's Cafe,,http://www.teresas-cafe.com,TOAST_GIFT_CARDS
Teresa's Cafe,,http://www.teresas-cafe.com,REWARDS_PROGRAM
Wesley & Rose,,http://www.surfhotel.com,ONLINE_ORDERING
Wesley & Rose,,http://www.surfhotel.com,TOAST_GIFT_CARDS
Pietro's,,https://pietrosdining.com/,ONLINE_ORDERING
The Village,"Bryan, TX",http://www.thevillagedowntown.com,REWARDS_PROGRAM
Core Kitchen,,https://www.corekitchenaz.com,ONLINE_ORDERING
Core Kitchen,,https://www.corekitchenaz.com,TOAST_GIFT_CARDS
Recess STL,,http://recessstl.com/,TOAST_GIFT_CARDS
Aziza,,http://www.aziza-restaurant.com,TOAST_GIFT_CARDS
Tony's Baltimore Grill,Atlantic City,http://www.tonysbaltimoregrillAC.com,ONLINE_ORDERING
Tony's Baltimore Grill,Atlantic City,http://www.tonysbaltimoregrillAC.com,TOAST_GIFT_CARDS
Pomodoro's,Catskill,http://www.Pomodorosny.com,REWARDS_PROGRAM
Pomodoro's,Catskill,http://www.Pomodorosny.com,ONLINE_ORDERING
Hop Thief TapHouse & Kitchen,,https://hopthieftaphouse.com/,ONLINE_ORDERING
Hop Thief TapHouse & Kitchen,,https://hopthieftaphouse.com/,TOAST_GIFT_CARDS
Hop Thief TapHouse & Kitchen,,https://hopthieftaphouse.com/,REWARDS_PROGRAM
Barley's Tap Room & Pizzeria,,http://www.barleysknoxville.com,ONLINE_ORDERING
Barley's Tap Room & Pizzeria,,http://www.barleysknoxville.com,TOAST_GIFT_CARDS
The Mark,Newark On The Square,http://www.themarkonthesquare.com,ONLINE_ORDERING
The Mark,Newark On The Square,http://www.themarkonthesquare.com,TOAST_GIFT_CARDS
The Mark,Newark On The Square,http://www.themarkonthesquare.com,REWARDS_PROGRAM
Gott's Roadside,Palo Alto,http://www.gotts.com,ONLINE_ORDERING
Gott's Roadside,Oxbow Market,http://www.gotts.com,ONLINE_ORDERING
Gott's Roadside,Walnut Creek,http://www.gotts.com,ONLINE_ORDERING
Gott's Roadside,Marin,http://www.gotts.com,ONLINE_ORDERING
Gott's Roadside,Marin,http://www.gotts.com,TOAST_GIFT_CARDS
Wekiva Island,,https://wekivaisland.com,TOAST_GIFT_CARDS
2 Penguins Tap & Grill,,http://twopenguinsdenver.com,TOAST_GIFT_CARDS
2 Penguins Tap & Grill,,http://twopenguinsdenver.com,REWARDS_PROGRAM
Stanwood Grill,,http://www.stanwoodgrill.com,TOAST_GIFT_CARDS
Flying Sumo,,http://www.flyingsumosushi.com,ONLINE_ORDERING
Island Fin Poke,Wilmington,https://www.islandfinpoke.com/menu,TOAST_GIFT_CARDS
Island Fin Poke,Worcester,http://www.islandfinpoke.com,TOAST_GIFT_CARDS
Big Town Hero,Vancouver,http://bigtownhero.com/,TOAST_GIFT_CARDS
Big Town Hero,Vancouver,http://bigtownhero.com/,REWARDS_PROGRAM
Greenleaf,,http://www.greenleafmilford.com,TOAST_GIFT_CARDS
