RestaurantName,URL,REWARDS_PROGRAM_FEATURE,Rewards,Rewards Signup,TOAST_GIFT_CARDS_FEATURE,Gift Cards,Find Card,ONLINE_ORDERING_FEATURE,Online Order
Piola - Weston,http://www.piola.it/local-weston/cities/display,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,
Mission Oak Grill,https://missionoakgrill.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Ocean Pines Yacht Club,http://www.opyachtclub.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/ocean-pines-yacht-club/giftcards,,ONLINE_ORDERING,
Burger Daddy,http://www.eatburgerdaddy.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Lu's Restaurant,http://www.lusrestaurant.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Mario's Fishbowl,http://www.mariosfishbowl.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/marios-fishbowl/giftcards,,,
Galioto's Twelve21,http://www.galiotostwelve21.com,,,,TOAST_GIFT_CARDS,,,,
El Rey Cuban & Mexican Cuisine,http://elreytaqueria.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/el-rey-taqueria-bunker-hill/v2/online-order#!/
500F Pizza x Taphouse,http://500fpizza.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,
Illegal Pete's,https://www.illegalpetes.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/illegal-petes-broadway/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/locations/747bea19-ac2c-47e6-81e6-03be6605e66f
The Shuffle Inn,http://www.theshuffleinn.com,REWARDS_PROGRAM,,,,,,,
Drumconrath Brewing Company,https://drumconrathbrewing.com/index2.html,,,,TOAST_GIFT_CARDS,,,,
El Azteco East,https://www.elazteco.net/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Drunk Shakespeare,http://www.drunkshakespeare.com,,,,,,,,
Good Cakes and Bakes,http://www.goodcakesandbakes.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Dispensa Italian Charcoal Kitchen,http://www.dispensasf.com,,,,,,,,
The Italian Village - Rockwall,http://www.italianvillagerockwall.com,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/the-italian-village-rockwall/v2/online-order#!/order
Droidcon Toast Café,http://pos.toasttab.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,
X BAR,http://www.xbardenver.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Comedor,http://www.comedortx.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/comedor-frlew/giftcards,,,
Isabel's,http://www.isabelssd.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Highline,https://www.highlineseattle.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Latina Kitchen and Bar,http://www.latinakitchenbar.com,,,,TOAST_GIFT_CARDS,,,,
Eat Brgz,http://www.eatbrgz.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Old King's Coffeehouse,http://www.oldkingscoffeehouse.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/old-kings-coffeehouse/v2/online-order#!/
The Rusty Nail,http://www.rustynailnola.com,,,,TOAST_GIFT_CARDS,,,,
Smiley's,http://www.smileysgolden.com,,,,TOAST_GIFT_CARDS,,,,https://www.toasttab.com/smiley-s/v2/online-order#!/order
El Burrito Loco,http://www.elburritoloco.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,
Redbeard's Sports Bar & Grill,https://redbeardspgh.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Collective - The Flying Pig,https://theflyingpigbbq.net/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Garry's Grill & Catering,http://www.garrysgrill.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/garrys-grill-catering/v2/online-order#!/
Renna's Pizza,http://www.rennaspizza.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Mendelsohn's Pizza,http://www.mendelsohns.com,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/mendelsohns-pizza/v2/online-order#!/
Arte Pizzeria,https://www.artepizzeria.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/arte-pizzeria/v2/online-order#!/
Dave & Maggie's,https://www.davidandmargaret.org/what-we-do/dave-maggies-cafe/,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,
Rumba,http://www.rumbaonpike.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/rumba/giftcards,,,
GRAPE + BEAN,https://www.grapeandbean.com/pages/Rosemont.html,,,,,,,,
Rough Diamond Brewery,http://roughdiamondbrewery.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Wokology,http://wok-ology.com,,,,,,,,
Plant City Providence,https://www.matthewkenneycuisine.com/plant-city-pvd,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Collective - The Fried Taco,http://www.thefriedtaco.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Harolds Chicken,http://www.haroldschickenwindyhill.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Ohayo Japanese Steakhouse,http://www.ohayojapanesesteakhouse.com,,,,TOAST_GIFT_CARDS,,,,
Island Spice Grille & Lounge,http://www.islandspicejamaicanrestaurant.com,REWARDS_PROGRAM,,https://www.toasttab.com/island-spice-grille-lounge/rewardsSignup,TOAST_GIFT_CARDS,https://www.toasttab.com/island-spice-grille-lounge/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/island-spice-grille-lounge/v2/online-order#!/order
Sky Blossom,http://www.skyblossombistro.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/sky-blossom/v2/online-order#!/
Courtyard Deli,http://courtyarddelicafe.com,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/courtyard-deli/v2/online-order#!/order
Dotory,http://www.dotorynyc.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Bitter Tom's Distillery,http://bittertomsdistillery.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/bitter-toms-distillery/giftcards,,ONLINE_ORDERING,
Higher Ground Coffee Co.,http://www.highergroundcoffee.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
SAVOR GOURMET MARKET & CAFE,http://www.savorgourmetmarket.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
La Baguette,https://www.labaguettefrenchbakery.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Beehive Distillery,http://Www.beehivedistilling.com,,,,,,,,
Stone Hut Bar and Grill,https://stonehutbar.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/stone-hut-bar-and-grill/v2/online-order#!/order
Clifton's Republic,https://theneverlands.com/cliftons-republic/,,,,,,,,
Chinollo,https://chinollo.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/chinollo/giftcards,https://www.toasttab.com/chinollo/findcard,ONLINE_ORDERING,https://www.toasttab.com/chinollo/v2/online-order#!/
Little Prince,https://littleprince.la/,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/little-prince/giftcards,,,
Nick Filet,http://nickfilet.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/nickfiletpaoli/v2/online-order?managementGroupGuid=f43476bc-c109-4d61-bc6d-820a370dd376#!/
El's County Line Bar & Grill,http://www.elscountylinebarandgrill.com,,,,TOAST_GIFT_CARDS,,,,
Primeval Brewing,http://primevalbrewco.com/,,,,TOAST_GIFT_CARDS,,,,
Earth Bowl Superfoods,http://myearthbowl.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Nhinja Sushi,https://www.nhinja.com,,,,TOAST_GIFT_CARDS,,,,
Brooklyn Pizza,https://www.brooklynpizzatally.com/,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/brooklyn-pizza/v2/online-order#!/
Anytime Hawaiian BBQ & Local Food - Redondo Beach,http://www.anytimehawaiian.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Old 61 Diner,https://old61diner.com/,,,,TOAST_GIFT_CARDS,,,,
Carib Shack,http://caribshack.biz,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Togo's,http://togos.com,,,,,,,ONLINE_ORDERING,
Meat Bar,https://meatbarrestaurant.com/,,,,,,,,
Los Arcos Steak & Lobster,http://www.losarcossteakhouse.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Marios Family Restaurant,http://marioscubancuisine.com/about-us/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Scrambled,http://www.scrambledeatery.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
LulaBell's Dockside,http://lulabellsdockside.com/,,,,,,,,
Hops at the Paddock,http://www.hopslehighvalley.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Maslow's,https://www.farestart.org/maslows,,,,,,,,
Capri the Food Island,https://www.caprikingsport.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Gringo's Cantina,http://www.Gringoscantinafood.com,REWARDS_PROGRAM,,https://www.toasttab.com/grinogos-cantina-11-falls-park-dr/rewardsSignup,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Giuseppe's Italian Restaurant,https://www.giuseppes.net,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
YUMMEFY,http://www.yummefybirmingham.com,REWARDS_PROGRAM,,https://www.toasttab.com/yummefy/rewardsSignup,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/yummefy/v2/online-order#!/
Ma Gloria's Trinidad Restaurant & Catering,https://www.magloriastrinidadcatering.com/,,,,,,,,
Craft Tasting Room,https://craftgrowlershop.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/craft-tasting-room/giftcards,https://www.toasttab.com/craft-tasting-room/findcard,,
The Original JJ Twigs Pizza,http://www.jjtwigspalatine.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/jj-twigs-pizza-pub/giftcards,https://www.toasttab.com/jj-twigs-pizza-pub/findcard,ONLINE_ORDERING,https://www.toasttab.com/jj-twigs-pizza-pub/v2/online-order#!/
Urban Cookhouse,https://www.urbancookhouse.com,,,,,,,ONLINE_ORDERING,
The Metropolitan Downtown,http://www.themetdowntown.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/the-metropolitan-downtown/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/the-metropolitan-downtown/v2/online-order#!/
Maggi's Pizza & Subs,http://www.maggispizzaanddeli.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/maggis-pizza-subs/v2/online-order#!/
Magpie Cafe & Coffeehouse,http://www.mymagpiecoffee.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/magpie-decorah/v2/online-order#!/
Franchetti's Gasthaus,http://www.franchettis.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
The Camp Restaurant,http://www.thecamprestaurant.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
4 Daughters,http://4daughtersirishpub.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
UrbanBeat,http://www.urbanbeatevents.com,,,,,,,,
Towne Restaurant,https://www.towneonallen.com,,,,,,,,
Dabomb Sports Grill,http://dabombgrill.com,,,,,,,,
Sultan's Kebab,http://www.sultanskebab.net,,,,,,,,
Blind Dragon,http://blinddragonla.com/,,,,,,,,
Capitol Creek Brewery,http://capitolcreekbrewery.com/,,,,TOAST_GIFT_CARDS,,,,
Trophy Tap + Table,https://www.trophybrewing.com/tap-table-menu,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/trophy-pizza/v2/online-order#!/
Casa Del Mar,https://www.casadelmarnorton.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/casa-del-mar-norton/v2/online-order#!/
Maximiliano,http://maximilianohp.com/,,,,TOAST_GIFT_CARDS,,,,
Sol Liquor Lounge,http://www.solliquor.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/solliquor/giftcards,,,
Cheshire Pizza & Ale,http://www.cheshirepizza.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Sugar & Spice,http://www.sugarspices.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/sugar-spice-cambridge/v2/online-order#!/
Thai Esane,http://www.thaiesane.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Max's South Seas Hideaway,http://www.maxstiki.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/maxs-south-seas-hideaway/giftcards,,ONLINE_ORDERING,
Blu's Barbeque,https://www.blusbarbeque.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
17TH STREET DELI,http://www.17thStreetDeli.com,REWARDS_PROGRAM,https://www.toasttab.com/17th-street-deli-369-east-17th-street-18/rewards,https://www.toasttab.com/17th-street-deli-369-east-17th-street-18/rewardsSignup,,,,ONLINE_ORDERING,https://www.toasttab.com/17th-street-deli-369-east-17th-street-18/v2/online-order#!/
Golfo Di Napoli Dairy Caffè,http://www.golfodinapolidairy.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
The Pullman,http://www.thepullmanatl.com,,,,,,,,
Lucky Duck Pizza & Subs,http://www.luckyduckpizzas.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/lucky-duck-pizza/v2/online-order#!/
Soup N Burger,http://www.soupnburger.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Hungry Coyote,https://www.hungry-coyote.com,REWARDS_PROGRAM,https://www.toasttab.com/hungry-coyote/rewards,https://www.toasttab.com/hungry-coyote/rewardsSignup,TOAST_GIFT_CARDS,https://www.toasttab.com/hungry-coyote/giftcards,,ONLINE_ORDERING,
Eureka Springs Coffee House,http://www.eurekaspringscoffee.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/eureka-springs-coffee/v2/online-order#!/
Apollonia,http://www.apolloniabk.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Lia's Pizzeria Oceanside,https://liaspizzeriaoceanside.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Beans & Barley,https://www.beansandbarley.com/,,,,,,,ONLINE_ORDERING,
Chop Shop Casual Urban Eatery,http://www.coloradochopshop.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Russ & Daughters Cafe,http://www.russanddaughterscafe.com,,,,TOAST_GIFT_CARDS,,,,
The Iron Horse,http://www.theironhorse.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
The Monroe Grill,http://www.theMONROEgrill.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,https://www.toasttab.com/the-monroe-grill/v2/online-order#!/
Great Wall Szechuan House,http://www.Greatwallszechuan.com,,,,,,,ONLINE_ORDERING,
HEISEI Japanese Restaurant,http://www.Heiseirestaurant.com,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/heisei-japanese-restaurant/v2/online-order
Tailgate Tavern & Grill,http://www.tailgatetavern.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Bavarian Bierhaus,http://www.bierhausnashville.com,REWARDS_PROGRAM,," window.open('https://www.toasttab.com/bavarian-bierhaus/rewardsSignup','_blank')",TOAST_GIFT_CARDS,,,,
Pomodoro's,http://www.Pomodorosny.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Alice's Restaurant,http://www.alicespensacola.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Sherpa Grill Indian Nepali Restaurant,http://www.sherpagrill.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Mama's Boy Burgers,http://www.mamasboyburgers.com,,,,,,,,
Thunderhead Pizza,http://www.thunderheadpizza.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,
Frothy Monkey,http://www.frothymonkey.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Il Buco Alimentari,http://www.ilbuco.com,,,,,,,,
Space Head,http://www.space-head.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Pizza Lab,https://eatpizzalab.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Egg Harbor Cafe,https://www.eggharborcafe.com/,,,,TOAST_GIFT_CARDS,,,,
Aroma Mocha Coffee AZ,https://www.AromaMochaCoffeeAZ.com,,,,,,,,
Kafe Kokopelli,http://www.kafekokopelli.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Tin Angel,http://www.thetinangel.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/tin-angel-s-main-st/giftcards,,,
Tapioca Go,http://www.tapiocago.online,REWARDS_PROGRAM,,,,,,,
Iowa Beef Steakhouse,http://www.iowabeefsteakhouse.com,,,,,,,,
V Bistro,https://www.vbistromn.com,,,,,,,ONLINE_ORDERING,
Cachapas y mas,https://www.cachapasymas.com/,,,,,,,ONLINE_ORDERING,
Ghost Pizza Kitchen,https://www.ghostpizzakitchen.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/ghost-pizza-kitchen-7751-melrose-ave-los-angeles/v2/online-order#!/
RestaurantName,URL,,Rewards,Rewards Signup,,Gift Cards,Find Card,,Online Order
Sen Organic Small Plate,http://www.senorganicsmallplate.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/sen-organic-small-plate/giftcards,,,
Flying Sumo,http://www.flyingsumosushi.com,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/flyingsumo/v2/online-order#!/
"""Deutscher Club of Clark",https://deutscherclub.us,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Norwood Center Pizza & Grille,http://NorwoodCenterPizza.com,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/norwood-center-pizza-grille/v2/online-order#!/order
Taps Bar & Grill,https://tapsbargrill.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Slim’s,http://www.eatslims.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/slims/v2/online-order#!/
Front Porch Grill,http://www.thefrontporchgrill.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
McKinley Creekside Cafe,http://www.mckinleycabins.com,,,,TOAST_GIFT_CARDS,,,,
The Iron Room - Rhythm and Spirits,http://www.rhythmandspiritsac.com,,,,TOAST_GIFT_CARDS,,,,
"""South Beach Takeout",http://www.southbeachobx.com,,,,,,,ONLINE_ORDERING,
The Devil's Advocate,http://devilsadvocatebar.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/devilsadvocatebar/v2/online-order#!/
Stray Cat Cafe,https://www.thestraycatcafe.com,,,,,,,ONLINE_ORDERING,
Rouge,http://www.rouge98.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/rouge/giftcards,https://www.toasttab.com/rouge/findcard,,
ah-Sigh-e,http://www.ahsighe.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Donovan's Reef,http://www.donovansreefbeachbar.com,,,,TOAST_GIFT_CARDS,,,,
Ezze Pizza,http://www.ezzepizza.com,,,,,,,,
Hook & Ladder Pizza Company,http://www.Hookandladderpizza.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,https://www.toasttab.com/hook-ladder-pizza-company/v2/online-order#!/
Messina,http://www.messinasocialclub.com,REWARDS_PROGRAM,,,,,,,
Pauly's Pizzeria & Sub Co.,http://www.paulys.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/paulys-pizzeria-sub-co/v2/online-order#!/
Sugar n' Spice Diner,http://www.eatsugarnspice.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/eatsugarnspice/giftcards,,,
Vicky Cafe Doral,http://www.vickybakery.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
The Hutch,https://www.thehutchgrafton.com,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/the-hutch/v2/online-order
Chef's Pho & Grill,http://www.Chefsphoandgrill.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/chefs-pho-grill/v2/online-order#!/
New Birth Heart & Soul Cafe,http://www.NewBirthHeartandSoulCafe.com,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/new-birth-heart-soul-cafe/v2/online-order
Racanelli's Pizza,https://www.racanellis.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Combustion Brewery & Taproom,http://www.combustionbrewing.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Amsterdam Castle,https://amsterdamcastle.com/,,,,,,,,
Mad Mike's Burgers & Fries,http://madmikesburger.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Mondongo's,http://www.mondongos.com.co,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Galvin's On Main,http://www.galvinsonmain.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
BERKLEY BEER COMPANY,https://www.berkleybeer.com/,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/berkley-beer-company/giftcards,,,
Project 47 Smokehouse,http://www.project47smokehouse.com,,,,TOAST_GIFT_CARDS,,,,
Omaha Micah Stradling,http://www.google.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Edie Jo's,http://www.ediejos.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Don Tequila Bar and Restaurant,https://www.dontequilanj.com/#/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
The Upper Crust,https://theuppercrustpizzas.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/the-upper-crust-gettysburg/v2/online-order#!/order
Pizza Parliament,http://pizzaparliament.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,
Parlor On 7th,http://www.parloronseventh.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Toosso Pakistani Kitchen,http://www.toosso.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Bin 612,http://www.eatlocalstarkville.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Spicy Moon Vegetarian Szechuan,http://www.spicymoonnyc.com,,,,,,,,
Toller Patio Bar,http://www.tollerpatio.com,,,,,,,,
Nu Crepes,http://www.nucrepes.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/nu-crepes/v2/online-order#!/
Button & Co. Bagels,https://katiebuttonrestaurants.com/button-co-bagels/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Berry Knoll Bakery,http://www.berryknollbakery.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Spark*d Creative Pastry + Coffee,https://www.SparkdCreativePastry.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/spark-d/v2/online-order#!/order
ita kitchen,https://www.itakitchen.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Food On The Run,https://chicagofoodontherun.com/,,,,,,,,
"""Mammoth Rock 'n' Bowl",https://www.mammothrocknbowl.com/,,,,TOAST_GIFT_CARDS,,,,
Kinton Ramen,https://www.kintonramen.com/usa/,,,,,,,,
Tuxedo Cat's Coffee,https://tuxedocatscoffeellc.us,,,,,,,,
Bellacino's,https://bellacinosgrinders.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Cielito Lindo,http://www.cielitolindorestaurants.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/locations/0ac70bab-017e-4978-852b-37026d18a17b#!/
Allendale Steakhouse,https://www.allendalesteakhousenj.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Sherrill New York Pizzeria,https://www.sherrillnypizza.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/sherrill-new-york-pizzeria/v2/online-order#!/
Mickey's Cakes & Sweets,http://mickeyssweets.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Tap N' Tacos,http://tapntacostogo.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Fatty's Taphouse,http://www.fattystaphouse.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Tacos y Alitas,https://www.tacosyalitas.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,https://www.toasttab.com/tacos-y-alitas/v2/online-order
Spice Kitchen & Bar,https://www.spicekitchenandbar.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/spice-kitchen-bar/giftcards,,,
La Masa Empanada Bar,https://lamasaempanadas.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Nauti Dog,http://www.nautidogcb.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Poke Poke - Sushi Unrolled,http://www.eatpokepoke.com,,,,TOAST_GIFT_CARDS,,,,
Sushi Pop,http://www.sushipop.us.com,,,,,,,ONLINE_ORDERING,
SHIOK!,https://www.shiokeats.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/shiokeats/v2/online-order#!/order
Tilly's Cheesesteaks,http://www.tillyscheesesteaks.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/tillys-cheesesteaks/v2/online-order#!/
Cosmo's Little Italy Pizza,https://pizzaoncrogan.com/menu/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Waterfront Seafood,http://www.Waterfrontseafoodmarket.com,,,,TOAST_GIFT_CARDS,,,,
Pearly Baker's Alehouse,http://www.pearlybakers.net,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
