RestaurantName,URL,REWARDS_PROGRAM_FEATURE,Rewards,Rewards Signup,TOAST_GIFT_CARDS_FEATURE,Gift Cards,Find Card,ONLINE_ORDERING_FEATURE,Online Order
American Grind,https://www.americangrindco.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Bluefox Indian Bar and Grill,http://www.bluefoxmn.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Red Star,http://www.redstarbar.us,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Three Lions Pub,http://threelionspub.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Lolo Hawaiian BBQ,http://www.lolohawaiianbbq.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Wing Snob,http://www.thewingsnob.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/locations/adfa9124-1f83-483d-9820-8761adaf50ed#!/
Uniontown Brewing Co.,https://uniontownbrewing.com,,,,TOAST_GIFT_CARDS,,,,
CO-OP,https://www.coopramen.com/,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/co-op/giftcards,,,
J. BLACK'S Feel Good Kitchen & Lounge,http://www.jblacks.com,,,,,,,,
Hank's,http://www.hanksaustin.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/hanks-austin/v2/online-order#!/
Nomads Kitchen,http://www.nomads.kitchen,,,,,,,ONLINE_ORDERING,
Gamlin Whiskey House,https://www.gamlinwhiskeyhouse.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
The Fat Lamb,http://www.fatlamblouisville.com,REWARDS_PROGRAM,,,,,,,
Wister's Barbecue,https://www.wistersbbq.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/smoke-daddys-home-grown-barbecue/v2/online-order#!/
Elixir Bar & Grill,http://www.elixirbarandgrill.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/elixir-bar-grill/giftcards,,,
Sherman's Taphouse,http://www.shermanstaphouse.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/shermans-tavern-taps/v2/online-order#!/
Fry the Coop,http://www.frythecoop.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,https://www.toasttab.com/fry-the-coop-elmhurst/v2/online-order#!/
Mansfield Family Restaurant,http://mansfieldfamilyrestaurant.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
"""Ale Station Food",http://www.alestation.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,https://www.toasttab.com/ale-station-food-and-brew/v2/online-order#!/
Fire Wings Florin Rd. Sacramento,https://www.firewings.com/florin-rd-sacramento-ca-95823,,,,TOAST_GIFT_CARDS,,https://www.toasttab.com/fire-wings/findcard,ONLINE_ORDERING,https://www.toasttab.com/fire-wings-south-sacramento-florin/v2/online-order#!/
Plaza Bistro ‘n Tavern,http://www.pbnt.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Vinaigrette Salad Kitchen,https://vinaigrettesaladkitchen.com/,,,,TOAST_GIFT_CARDS,,,,
The Barn Bowl & Bistro,http://www.thebarnmv.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/thebarn/giftcards,,ONLINE_ORDERING,
make pizza+salad,http://www.makeSanDiego.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Mudflats Bar & Grill,http://www.themudflats.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
The Chanticleer,http://www.chanticleerrestaurant.com,,,,TOAST_GIFT_CARDS,,,,
Copa Kitchen & Bar,https://www.copakitchenbar.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/copa-kitchen-bar/v2/online-order#!/
Ron's Gourmet Ice Cream,https://ronsicecream.com/,REWARDS_PROGRAM,,https://www.toasttab.com/rons-gourmet-ice-cream-dedham/rewardsSignup,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Prime Taco,https://www.primetacoct.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/prime-taco/v2/online-order#!/
101 North Eatery & Bar,https://www.101northeateryandbar.com,,,,TOAST_GIFT_CARDS,,,,
TC4 & Co.,http://www.tc4.co/,,,,,,,,
Julep: Southern Table & Whiskey House,http://www.juleprino.com/,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/julepdenver/giftcards,,ONLINE_ORDERING,
D6 Pizza,http://d6pizza.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/d6pizza/giftcards,,ONLINE_ORDERING,
Spice Thai,https://www.spicethaiusa.com,,,,,,,ONLINE_ORDERING,
IBU Public House,http://ibupdx.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Legacy Bar and Grill,http://www.legacygrillandbar.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Merland's Deli & Draft,http://www.merlandsdeli.com/,,,,,,,,
Pacific Pourhouse,http://www.pacificpourhouse.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Mercantile at GrayBarns,http://www.graybarns.com/mercantile,,,,TOAST_GIFT_CARDS,,,,
Denny Bar Company,http://www.dennybarcompany.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Royals,http://www.jonnybz.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Osteria Radici,http://www.osteriaradici.com,,,,TOAST_GIFT_CARDS,,,,
The Winchester,https://www.winchestergr.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/winchester/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/winchester/v2/online-order#!/order
Sneha Indian Cuisine,http://www.SnehaIndianCuisine.com,,,,,,,ONLINE_ORDERING,
Murphy's Law,http://www.murphyslawri.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
All Meats Brazilian Steakhouse,http://www.allmeats.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Kelly's Landing,https://www.kellysatmoosehead.com,,,,TOAST_GIFT_CARDS,,,,
The Joint,http://www.TheJointMV.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/the-joint-mount-vernon/v2/online-order#!/
Northern Bell,http://www.northernbellny.com,,,,TOAST_GIFT_CARDS,,,,
Ballydoyle Irish Pub & Restaurant,https://www.ballydoylepub.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
The Royal Hilltop,http://www.royalhilltop.com,,,,TOAST_GIFT_CARDS,,,,
Truant's Tavern,http://truantstavern.com/,REWARDS_PROGRAM,,,,,,,
Pelons Baja Grill,https://pelonsbajagrill.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Sala Thai Restaurant,http://www.salathaispokane.com,,,,,,,,
The Flying Egg,http://www.theflyingeggbethlehem.com,,,,TOAST_GIFT_CARDS,,,,
King's Road Brewing Company,http://www.kingsroadbrewing.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
MAAK,https://themaak.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Papa Kenos Pizzeria,http://www.papakenoswestport.com/ouer3vtu417cncaqu43h1a8ta7buq4,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
GROVE,https://www.groveLWR.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Duetto Pizza and Gelato,http://duettopizza.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,https://www.toasttab.com/duetto-pizza-and-gelato/v2/online-order#!/
Pharm Table,http://www.pharmtable.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/pharmtable/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/pharmtable/v2/online-order#!/order
Olive and Oak,https://www.oliveandoakstl.com/menu,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/olive-and-oak-webster-groves/v2/online-order#!/
Mellie's New York Deli & Eatery,http://www.MelliesNewYorkDeli.com,,,,,,,ONLINE_ORDERING,
Bastards American Canteen,http://www.Bastardscanteen.com,REWARDS_PROGRAM,,https://www.toasttab.com/bastards-american-canteen-downey/rewardsSignup,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/bastards-american-canteen-downey/v2/online-order
The Couch Tomato Cafe,http://www.thecouchtomato.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Mud and Char,http://www.mudandchar.com,,,,TOAST_GIFT_CARDS,,,,
Kye's,http://www.kyesmontana.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/kyes-montana-ave/giftcards,,ONLINE_ORDERING,
Izzy's Arcade Bar,http://www.izzysarcadebar.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,https://www.toasttab.com/izzysarcadebar/v2/online-order#!/
Stir Cooking School,http://www.stirtolearn.com,,,,,,,,
Fire Wings Hayward,https://www.firewings.com,,,,TOAST_GIFT_CARDS,,https://www.toasttab.com/fire-wings/findcard,ONLINE_ORDERING,
La Fogata Grill,http://lafogatagrill.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
BOIL Seafood House,https://boilseafoodhouse.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/boil-seafood-house/v2/online-order#!/
The Laundry,https://lunchandbeyond.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/the-french-laundry/v2/online-order#!/
Better Bagels,http://www.BetterBagels.com,,FAILED TO GET,FAILED TO GET,TOAST_GIFT_CARDS,FAILED TO GET,FAILED TO GET,ONLINE_ORDERING,FAILED TO GET
Krankies,http://www.krankiescoffee.com,,,,TOAST_GIFT_CARDS,,,,
Wild Thyme Cafe,http://www.wildthymekanab.com,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/wild-thyme-cafewild-thyme-cafe/v2/online-order#!/
Crema Cafe,http://www.cremacambridge.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Local Pint,http://www.localpint.beer,REWARDS_PROGRAM,,,,,,,
Brushfire Tacos Y Tapas,http://brushfiretacos.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/locations/fe27d758-4288-48b5-a984-826fc2d1373a#!/
Fri 2/14 WE ARE BACK!! Hartford Hospital,http://trufflesbakery.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Lampo Neapolitan Pizzeria,http://www.lampopizza.com,,,,TOAST_GIFT_CARDS,,,,
Drunken Dragon,http://www.drunkendragon.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Pork Belly Farmhouse,http://www.porkbellyfarmhouse.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/pork-belly/giftcards,,,
CRAFT Donuts + Coffee,http://www.craftdonutscoffee.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/craft-donuts-coffee/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/locations/41a3191d-f8c8-47a8-a02a-b8418526159b#!/
Condado Tacos,http://www.condadotacos.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/condado-tacos-downtown-cbus/giftcards,,ONLINE_ORDERING,
Ernie's Texas Lunch,https://www.ernies-texas-lunch.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Mt. Pleasant Grille's Retro Lunch Menu,https://www.mtpleasantgrille.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/mt-pleasant-grille/giftcards,,ONLINE_ORDERING,
Brenda's Oakland,http://www.toasttab.com/brenda-s,,,,,,,ONLINE_ORDERING,
Savin Bar + Kitchen,https://www.savinbarandkitchen.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,"{""imageData"":{""type"":""Image"",""id"":""dataItem-k69yzci6"",""metaData"":{""pageId"":""masterPage"",""isPreset"":false,""schemaVersion"":""1.0"",""isHidden"":false},""title"":""order on toast take out.png"",""uri"":""9d160a_d7576947898640b9aa4a27db4aca2851~mv2.png"",""width"":109,""height"":72,""alt"":"""",""link"":{""type"":""ExternalLink"",""id"":""dataItem-k69z0w8w"",""metaData"":{""pageId"":""masterPage"",""isPreset"":false,""schemaVersion"":""1.0"",""isHidden"":false},""url"":""https://www.toasttab.com/savin-bar-and-kitchen-dorchester-ma/v2/online-order#!/"",""target"":""_blank""},""displayMode"":""fill""},""containerId"":""comp-k69yzchc"",""displayMode"":""fill""}"
East Side Pies,https://eastsidepies.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/east-side-pies-rosewood/giftcards,,,https://www.toasttab.com/east-side-pies-n183/v2/online-order#!/
Waka Waka,http://www.wakaatx.com,,,,,,,,
Nerdvana Frisco,http://nerdvanafrisco.com/spirits/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Trattoria No. 10,http://www.trattoriaten.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/trattoria-no-10/giftcards,,ONLINE_ORDERING,
Griff's,http://www.griffs35.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
2nd & High,http://www.2andhighbar.com,REWARDS_PROGRAM,,,,,,,
Bresca,http://www.brescadc.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/bresca-dc/giftcards,,,
Basshole Brews,http://www.baseholebrews.us,,,,,,,,
Molly Brannigan's Irish Pub,https://www.mollybrannigans.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Splashers Grill,http://www.splashersgrillkona.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/splashers-grill-kailua-kona/v2/online-order#!/
Louks Greek Baby Donuts,http://www.babylouks.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/louks-greek-baby-donuts/v2/online-order#!/
The Rotary,http://www.therotaryeats.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/the-rotary/giftcards,,ONLINE_ORDERING,
Shaggy's,https://shaggys.biz,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Pizzeria DeVille,http://pizzeriadeville.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/Pizzeria-Deville/v2/online-order#!/
Homestead.,http://www.eathomestead.com,,,,,,,,
Naukabout Beer Co.,http://www.naukabout.com,,,,TOAST_GIFT_CARDS,,,,
Matt's Smalltown Pizza,https://www.smalltownpizza.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
The Lantern,http://www.wassaiclanterninn.com,,,,,,,,
Nacho Mama's,http://www.nachomamasva.com/,,,,,,,,
Nota Bene Restaurant and Bar,https://www.notabenerva.com,,,,TOAST_GIFT_CARDS,,,,
Tokio,http://www.mytokio.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Tahini,http://www.tahinistreetfood.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/tahini-clairemont/v2/online-order#!/order
The Holler,http://www.alocalhangout.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/the-holler/v2/online-order#!/
Slapbox Pizzicheria,http://www.slapboxpizza.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/slapbox-pizzicheria/v2/online-order#!/
D'Andrews Bakery & Cafe,http://www.dandrewsbakery.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/d-andrews-bakery-cafe/giftcards,,ONLINE_ORDERING,
Zapata's Mexican Kitchen,http://www.zapatasgrill.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/zapatas-mexican-kitchen/v2/online-order#!/
Heirloom Pizza Co,http://heirloompizzapie.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Rudy's Country Store & Bar-B-Q,http://www.rudysbbq.com,,,,,,,ONLINE_ORDERING,
TLC,http://www.tlcaustin.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Citrus & Salt,http://www.citrusandsaltboston.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Jamba,https://www.jamba.com,,,,,,,,
Dooby's,http://www.doobys.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Hook & Vine Kitchen and Bar,http://www.hookandvine.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Majordomo,http://www.majordomo.la,,,,,,,,
Hidden Manna Cafe Express,http://www.hiddenmannacafe.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,
Chuck's BBQ,https://chucksbbq.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Razza,http://www.razzanj.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/razza/giftcards,,,
OW Smoke test #07,http://www.scottsseafoodsj.com,,,,TOAST_GIFT_CARDS,,,,
Procopio's Pizza & Pasta,http://www.procopiosrestaurant.com,,,,TOAST_GIFT_CARDS,,,,
Little Pub,http://www.littlepub.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Cinderlands Foederhouse,https://www.cinderlands.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/cinderlands-beer-co/giftcards,,,https://www.toasttab.com/cinderlands-warehouse/v2/online-order#!/
His Place Eatery,https://hisplaceeatery.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Farm Fresh Food Truck,http://ingredientofclayton.com,,,,,,,ONLINE_ORDERING,
Southfin Southern Poke,https://southfinpoke.com/,,,,TOAST_GIFT_CARDS,,,,
SPIEDIElicious,http://www.spiedielicious.com,REWARDS_PROGRAM,https://www.toasttab.com/spiedielicious/rewards,,,,,ONLINE_ORDERING,https://www.toasttab.com/spiedielicious/v2/online-order#!/
Bon Bon Sushi,http://www.bonbonsushi.com,,,,,,,,
The Shed,https://www.intheshed.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/the-shed/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/locations/8ed31bf8-751f-40c7-8280-978b7dcf3389#!/
A Market,http://www.amarketnb.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Little Pub,http://littlepub.com/oldsaybrook/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/little-pub-old-saybrook/v2/online-order#!/
Taft’s Brewpourium - Cincinnati,http://taftsalehouse.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Mocha Bleu,http://www.mochableu.com,,,,TOAST_GIFT_CARDS,,,,
Little Havana Bar & Grill,http://www.littlehavanabarandgrill.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/little-havana-restaurant/v2/online-order#!/
Souvlaki Fast,http://souvlakifast.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Ninja Ramen,http://www.ninjaramen.com,,,,,,,ONLINE_ORDERING,
McKenzie Brew House,http://www.mckenziebrewhouse.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/mckenzie-brew-house-devon/v2/online-order#!/
Newbury Salads PK Eats Hertel,http://www.newburysalads.com,,,,,,,,
Boss Dog Brewing Co.,http://www.BOSSDOGBREWING.COM,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
GreyStone Coffee Company,http://www.greystonecoffeeco.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/greystone-coffee-company/v2/online-order#!/order
American Sardine Bar,http://americansardinebar.com/,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/american-sardine-bar/giftcards,,ONLINE_ORDERING,
East Coast Provisions,https://eastcoastrva.com,,,,TOAST_GIFT_CARDS,,,,
The Flatts,http://theflatts.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/theflatts/v2/online-order#!/
Arcuri Eat + Drink,http://www.arcuridc.com/,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,
American Smokehouse Stadium,http://www.americansmokehousestadium.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Beecher's Handmade Cheese Test,http://www.beechershandmadecheese.com/,,,,,,,ONLINE_ORDERING,
Kayndaves,http://www.kayndaves.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Tein Li Chow,http://www.teinlichow.com/about.html,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Fire Wings Loomis,https://www.firewings.com/antelope-ca-95843,,,,TOAST_GIFT_CARDS,,https://www.toasttab.com/fire-wings/findcard,ONLINE_ORDERING,https://www.toasttab.com/fire-wings-antelope/v2/online-order#!/
Poquitos Bothell,http://www.poquitosbothell.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/poquitos-bothell/v2/online-order#!/order
Chauncey's Family Dining,http://chaunceysfamilydining.com/home/4401126,,,,TOAST_GIFT_CARDS,,,,
Overtime Sports Bar & Grill,http://www.overtimesbg.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Reel Cajun Seafood Restaurant & Bar,https://www.reelcajunseafood.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
The Dark Horse Tavern,https://www.darkhorsefdale.com/,,,,,,,,
The Globe Pub,http://www.theglobepub.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Napa Prime,http://www.napaburgerbar.com,,,,TOAST_GIFT_CARDS,,,,
Whisknladle Hospitality,http://www.gravityheights.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/whisknladle-la-jolla/giftcards,,ONLINE_ORDERING,
Easy Pie,http://www.theeasypie.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
FDKY Barbecue,http://www.fdkybbq.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,https://www.toasttab.com/fdky-barbecue/findcard,ONLINE_ORDERING,https://www.toasttab.com/fdky-barbecue/v2/online-order#!/
Slanted Door,https://slanteddoor-sanramon.com,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/slanted-door-san-ramon/v2/online-order#!/target=%22_blank%22
Stone & Rail,http://stoneandrail.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/stone-rail/giftcards,,ONLINE_ORDERING,
LiqrBox,http://www.liqrboxchicago.com,,,,TOAST_GIFT_CARDS,,,,
The Daily Kitchen & Bar,https://thedailykitchenandbar.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Este Pizzeria,http://www.estepizzaco.com,,,,,,,,
Mia Za's,http://www.miazas.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,https://www.toasttab.com/mia-zas-shard-1/v2/online-order#!/
Mercato Stellina,https://mercatostellina.com/,,,,TOAST_GIFT_CARDS,,,,
City Squire,http://citysquirealepub.com/,,,,TOAST_GIFT_CARDS,,,,
Revel Kitchen,https://www.eatrevelkitchen.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
The Bayou,http://www.dat-bayou.com,,,,TOAST_GIFT_CARDS,,,,
Salt & Forge Restaurant,http://www.saltandforge.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/salt-forge/v2/online-order#!/
Caitlin Fox's Test Restaurant,http://gabrielajones.photography,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Heroes West Sports Grill,http://www.heroeswest.net,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Grand Central Bakery,http://www.grandcentralbakery.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Amore Pizzeria Ristorante,https://amorezionsville.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/amore-pizzeria-ristorante/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/amore-pizzeria-ristorante/v2/online-order#!/
Nectar Urban Cantina,http://www.nectarcantina.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/nectar-urban-cantina/giftcards,,ONLINE_ORDERING,
TenTen,http://www.tentenaustin.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Bohemeo's,http://www.bohemeos.com,,,,,,,,
Avanti Food & Beverage #3 - Chow Morso,https://www.chowmorso.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Arigna Irish Pub & Coal Fire Kitchen,http://www.arignairishpub.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Revival Cafe,http://www.revivalcafeandkitchen.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/revival-cafe-alewife/giftcards,,ONLINE_ORDERING,
American Legion Post 416,http://calegionpost416.org/,,,,,,,,
Utility Brewing Company,https://www.utilitybrewing.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/utility-brewing-company/v2/online-order#!/order
RQ Mobile Kitchen,http://www.rqbbq.com,,,,TOAST_GIFT_CARDS,,,,
La Hacienda Dover,http://www.lahadelaware.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Toast Demo,https://pos.toasttab.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Smoke BBQ,http://www.smokebbqnj.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Souvlaki Fast,http://souvlakifast.com/,REWARDS_PROGRAM,,,,,,,
Si Señor Modern Mexican,http://www.sisenormodernmex.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/si-senor-modern-mexican/v2/online-order#!/order
Pots & Pans Jamaican Cuisine,http://potsandpansja.com/,REWARDS_PROGRAM,FAILED TO GET,FAILED TO GET,,FAILED TO GET,FAILED TO GET,ONLINE_ORDERING,FAILED TO GET
Monarca's Authentic Mexican Cuisine,http://www.monarcasrestaurants.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/monarcas-authentic-mexican-cuisine-bar-and-grill/v2/online-order#!/
Barrio,http://www.barriochicago.com,,,,,,,ONLINE_ORDERING,
Rookies 1,https://www.rookiesaz.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/locations/8ad02959-2a27-4c9c-b771-096f5d703bf9#!/
